,Airline,Source,Destination,Total_Stops,Additional_Info,Price,day_of_journey,month_of_journey,year_of_journey,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_Total_Mins
8816,IndiGo,Kolkata,Banglore,0,No info,4174,6,4,2019,0,5,21,25,160
8817,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,6,4,2019,10,10,7,10,180
8818,IndiGo,Kolkata,Banglore,1,No info,5386,15,5,2019,22,15,17,35,280
8819,Jet Airways,Delhi,Cochin,2,No info,15129,24,5,2019,19,0,19,10,1430
8820,IndiGo,Delhi,Cochin,1,No info,6412,15,6,2019,22,30,14,20,490
8821,Jet Airways,Delhi,Cochin,2,No info,15339,27,6,2019,4,25,23,5,1760
8822,Jet Airways,Banglore,New Delhi,0,No info,7229,24,3,2019,4,45,2,0,165
8823,Vistara,Banglore,Delhi,0,No info,4878,1,6,2019,12,35,9,45,170
8824,Air Asia,Kolkata,Banglore,0,No info,3807,6,4,2019,12,55,10,20,155
8825,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,12,35,17,30,1145
8826,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,2019,23,35,14,5,570
8827,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,4,25,19,45,520
8828,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,9,6,2019,19,0,20,55,1325
8829,Vistara,Mumbai,Hyderabad,1,No info,12395,6,3,2019,22,55,20,55,1560
8830,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,27,4,2019,9,30,6,55,155
8831,Air Asia,Delhi,Cochin,1,No info,8759,3,6,2019,15,45,7,55,470
8832,IndiGo,Delhi,Cochin,1,No info,7738,21,3,2019,15,30,4,45,645
8833,IndiGo,Delhi,Cochin,1,No info,7503,18,5,2019,1,30,15,0,630
8834,IndiGo,Delhi,Cochin,1,No info,5883,3,6,2019,1,30,11,25,845
8835,Jet Airways,Kolkata,Banglore,1,No info,12692,12,6,2019,9,45,20,25,800
8836,IndiGo,Banglore,Delhi,0,No info,4823,15,4,2019,11,20,8,30,170
8837,SpiceJet,Mumbai,Hyderabad,0,No info,2017,27,5,2019,7,15,5,45,90
8838,Air India,Delhi,Cochin,2,No info,8603,12,6,2019,7,40,12,0,1180
8839,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,21,6,2019,14,5,11,10,175
8840,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,18,15,18,55,1400
8841,SpiceJet,Banglore,Delhi,0,No info,3625,24,6,2019,8,35,5,55,160
8842,IndiGo,Delhi,Cochin,1,No info,8854,9,5,2019,1,30,9,15,975
8843,IndiGo,Mumbai,Hyderabad,0,No info,2754,15,5,2019,4,5,2,35,90
8844,Air India,Delhi,Cochin,1,No info,8372,12,6,2019,19,15,10,0,555
8845,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,12,35,16,0,1235
8846,Air India,Chennai,Kolkata,0,No info,10810,3,3,2019,13,55,11,40,135
8847,IndiGo,Chennai,Kolkata,0,No info,3540,15,6,2019,7,40,5,15,145
8848,Jet Airways,Banglore,Delhi,0,No info,8016,6,6,2019,22,0,18,55,185
8849,IndiGo,Banglore,New Delhi,0,No info,6860,9,3,2019,13,20,10,30,170
8850,Air Asia,Delhi,Cochin,1,No info,6451,27,4,2019,22,25,16,45,340
8851,Jet Airways,Kolkata,Banglore,1,No info,13067,6,5,2019,15,5,20,25,1120
8852,Jet Airways,Kolkata,Banglore,1,No info,11467,6,5,2019,18,0,17,0,1500
8853,Air India,Kolkata,Banglore,1,No info,10203,9,5,2019,23,15,10,0,795
8854,Air Asia,Kolkata,Banglore,0,No info,4082,12,3,2019,1,20,22,50,150
8855,Air India,Delhi,Cochin,2,No info,13276,21,5,2019,19,15,10,55,500
8856,Jet Airways,Banglore,New Delhi,2,No info,23001,9,3,2019,15,55,8,55,420
8857,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,20,45,18,55,1550
8858,IndiGo,Banglore,Delhi,0,No info,4990,27,6,2019,21,50,18,55,175
8859,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10037,9,3,2019,15,0,5,50,550
8860,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,2019,4,40,20,0,520
8861,IndiGo,Banglore,New Delhi,0,No info,7303,24,3,2019,19,45,16,55,170
8862,Air India,Delhi,Cochin,2,No info,12287,3,3,2019,19,15,21,30,1305
8863,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,20,45,14,5,400
8864,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,24,5,2019,11,50,10,20,90
8865,Multiple carriers,Delhi,Cochin,1,No info,9794,27,5,2019,19,0,11,40,440
8866,IndiGo,Kolkata,Banglore,1,No info,4226,6,6,2019,10,20,6,20,240
8867,IndiGo,Delhi,Cochin,1,No info,7318,21,3,2019,1,35,11,30,845
8868,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,8,15,20,0,735
8869,Air India,Kolkata,Banglore,2,No info,9416,12,6,2019,18,30,12,0,1830
8870,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,3,6,2019,12,35,9,35,1620
8871,Air India,Kolkata,Banglore,2,No info,9920,1,4,2019,8,55,16,45,970
8872,Multiple carriers,Delhi,Cochin,1,No info,7038,18,5,2019,16,10,7,10,540
8873,GoAir,Delhi,Cochin,1,No info,4959,3,6,2019,12,55,7,0,355
8874,Jet Airways,Mumbai,Hyderabad,0,No info,5678,9,6,2019,8,30,7,5,85
8875,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,9,6,2019,11,20,8,20,180
8876,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,23,35,16,30,425
8877,IndiGo,Banglore,Delhi,0,No info,4823,6,4,2019,11,20,8,30,170
8878,Jet Airways,Kolkata,Banglore,1,No info,14571,24,5,2019,22,35,16,30,365
8879,IndiGo,Kolkata,Banglore,0,No info,4148,27,3,2019,12,20,9,35,165
8880,Air India,Kolkata,Banglore,2,No info,13873,24,5,2019,1,20,10,0,920
8881,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,12,35,13,0,1415
8882,Jet Airways,Delhi,Cochin,2,No info,15129,21,5,2019,19,0,19,10,1430
8883,Multiple carriers,Delhi,Cochin,1,No info,6645,9,4,2019,1,30,11,40,830
8884,IndiGo,Kolkata,Banglore,0,No info,4804,1,5,2019,19,50,17,15,155
8885,IndiGo,Banglore,New Delhi,1,No info,5746,9,3,2019,15,25,11,20,245
8886,GoAir,Delhi,Cochin,1,No info,5199,9,6,2019,13,35,5,55,460
8887,IndiGo,Chennai,Kolkata,0,No info,4332,18,3,2019,21,55,19,35,140
8888,IndiGo,Delhi,Cochin,1,No info,6416,1,6,2019,21,0,11,25,575
8889,Air India,Banglore,New Delhi,2,No info,12935,18,3,2019,16,20,6,45,575
8890,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,20,20,8,55,685
8891,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1,5,2019,4,40,16,30,730
8892,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,24,6,2019,18,10,15,15,175
8893,Jet Airways,Mumbai,Hyderabad,0,No info,8040,21,5,2019,11,50,10,20,90
8894,Vistara,Delhi,Cochin,0,No info,12411,6,3,2019,9,10,6,0,190
8895,Air India,Kolkata,Banglore,1,No info,8366,9,6,2019,21,50,9,25,745
8896,Multiple carriers,Delhi,Cochin,1,No info,7354,3,6,2019,19,15,7,30,705
8897,Air India,Banglore,New Delhi,2,Change airports,13576,1,3,2019,22,10,11,5,665
8898,Multiple carriers,Delhi,Cochin,1,No info,11622,3,6,2019,19,0,9,15,585
8899,Air India,Kolkata,Banglore,2,No info,12723,6,6,2019,23,15,5,50,1045
8900,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,23,25,8,25,900
8901,IndiGo,Delhi,Cochin,1,No info,6412,15,5,2019,22,30,16,10,380
8902,IndiGo,Delhi,Cochin,2,No info,6494,27,3,2019,21,20,8,35,765
8903,Jet Airways,Mumbai,Hyderabad,0,No info,5678,24,3,2019,17,20,15,50,90
8904,Air India,Kolkata,Banglore,1,No info,8891,12,5,2019,11,10,9,25,1545
8905,Jet Airways,Delhi,Cochin,1,No info,17024,3,3,2019,18,50,21,50,1260
8906,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,12,6,2019,19,0,9,40,560
8907,Jet Airways,Kolkata,Banglore,1,No info,14571,9,6,2019,18,15,20,0,1335
8908,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,15,15,7,0,495
8909,Jet Airways,Kolkata,Banglore,1,No info,14151,9,5,2019,22,5,9,35,750
8910,Multiple carriers,Delhi,Cochin,1,No info,7154,21,3,2019,19,15,10,45,510
8911,Air Asia,Kolkata,Banglore,1,No info,5192,15,4,2019,19,25,7,35,710
8912,Multiple carriers,Delhi,Cochin,2,No info,21483,6,3,2019,1,35,15,5,630
8913,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,6812,6,6,2019,4,40,16,30,730
8914,IndiGo,Banglore,New Delhi,1,No info,13292,3,3,2019,0,35,19,35,300
8915,IndiGo,Kolkata,Banglore,0,No info,4174,9,4,2019,0,50,22,15,155
8916,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11150,27,6,2019,12,35,19,10,1045
8917,IndiGo,Delhi,Cochin,1,No info,5912,24,4,2019,22,15,17,5,310
8918,Air India,Delhi,Cochin,1,No info,8907,27,6,2019,23,0,13,30,570
8919,Air India,Banglore,New Delhi,1,No info,8767,9,3,2019,3,40,17,0,640
8920,Jet Airways,Delhi,Cochin,1,No info,12242,27,3,2019,4,25,19,45,520
8921,Air India,Kolkata,Banglore,1,No info,6327,24,5,2019,4,40,19,0,580
8922,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,24,5,2019,12,0,9,45,135
8923,Multiple carriers,Delhi,Cochin,1,No info,15058,3,6,2019,19,15,8,0,675
8924,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,18,25,18,55,1410
8925,Jet Airways,Kolkata,Banglore,1,No info,13941,9,5,2019,4,40,20,0,520
8926,SpiceJet,Delhi,Cochin,1,No info,7317,1,6,2019,22,5,15,45,380
8927,Jet Airways,Delhi,Cochin,2,No info,15129,9,5,2019,19,0,19,10,1430
8928,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,24,5,2019,10,5,21,10,775
8929,IndiGo,Delhi,Cochin,1,No info,5065,24,4,2019,21,0,16,0,300
8930,Air India,Delhi,Cochin,1,No info,8907,27,6,2019,23,0,9,45,795
8931,SpiceJet,Kolkata,Banglore,0,No info,4148,21,3,2019,11,30,9,0,150
8932,Multiple carriers,Delhi,Cochin,1,No info,13587,9,6,2019,21,0,14,0,420
8933,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,2019,4,25,21,50,395
8934,Jet Airways,Banglore,New Delhi,1,No info,12284,18,3,2019,8,15,14,5,1090
8935,Jet Airways,Kolkata,Banglore,1,No info,14781,15,5,2019,16,20,18,55,1285
8936,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,18,5,2019,9,20,8,25,1495
8937,IndiGo,Banglore,New Delhi,0,No info,19685,1,3,2019,15,50,13,0,170
8938,Air India,Kolkata,Banglore,1,No info,10203,12,5,2019,23,15,10,0,795
8939,Jet Airways,Kolkata,Banglore,1,No info,13941,15,5,2019,4,40,6,30,1330
8940,Air India,Banglore,New Delhi,0,No info,25703,1,3,2019,23,55,21,10,165
8941,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,4,25,14,0,865
8942,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,1,5,2019,20,5,17,45,140
8943,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,6,4,2019,17,25,14,55,150
8944,Jet Airways,Delhi,Cochin,1,No info,15554,18,5,2019,19,0,11,30,450
8945,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,24,5,2019,19,50,14,5,345
8946,Jet Airways,Kolkata,Banglore,1,No info,12692,12,6,2019,14,25,17,0,1285
8947,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3210,9,6,2019,21,5,19,35,90
8948,Air India,Delhi,Cochin,2,No info,9601,15,5,2019,19,15,12,0,435
8949,Multiple carriers,Delhi,Cochin,1,No info,13377,15,6,2019,1,30,13,0,750
8950,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,24,3,2019,18,10,18,55,1395
8951,Multiple carriers,Delhi,Cochin,1,No info,8055,27,3,2019,21,0,8,55,725
8952,Jet Airways,Delhi,Cochin,1,No info,12242,27,3,2019,4,25,17,30,655
8953,Air India,Banglore,New Delhi,1,No info,8425,9,3,2019,23,20,22,0,1520
8954,SpiceJet,Mumbai,Hyderabad,0,No info,2753,15,6,2019,7,15,5,45,90
8955,SpiceJet,Banglore,Delhi,0,No info,3311,27,5,2019,0,5,21,10,175
8956,IndiGo,Kolkata,Banglore,1,No info,4226,12,6,2019,10,20,6,20,240
8957,Jet Airways,Banglore,New Delhi,1,1 Long layover,26890,1,3,2019,5,5,8,55,1210
8958,Multiple carriers,Delhi,Cochin,1,No info,12524,24,6,2019,19,0,6,0,780
8959,SpiceJet,Kolkata,Banglore,0,No info,3847,21,3,2019,19,45,17,15,150
8960,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,23,35,16,30,425
8961,Jet Airways,Delhi,Cochin,2,No info,13882,6,6,2019,4,25,9,25,1140
8962,Jet Airways,Delhi,Cochin,2,No info,15129,18,5,2019,12,35,9,40,1615
8963,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,20,45,8,25,740
8964,Jet Airways,Banglore,New Delhi,1,No info,12547,12,3,2019,8,15,21,25,650
8965,Jet Airways,Kolkata,Banglore,1,No info,14178,9,6,2019,4,40,18,55,585
8966,IndiGo,Delhi,Cochin,1,No info,14871,3,3,2019,1,35,16,0,575
8967,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,9,6,2019,4,25,9,40,1125
8968,Multiple carriers,Delhi,Cochin,1,No info,15078,6,3,2019,21,0,8,0,780
8969,IndiGo,Kolkata,Banglore,0,No info,4804,21,5,2019,0,5,21,25,160
8970,SpiceJet,Kolkata,Banglore,0,No info,3873,9,5,2019,19,40,17,10,150
8971,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,24,6,2019,19,40,17,10,150
8972,GoAir,Delhi,Cochin,1,No info,5457,1,6,2019,12,55,7,0,355
8973,Jet Airways,Kolkata,Banglore,1,No info,14781,12,5,2019,22,35,14,5,510
8974,Jet Airways,Delhi,Cochin,1,No info,15764,9,3,2019,18,50,21,50,1260
8975,Vistara,Banglore,Delhi,0,No info,4668,12,6,2019,12,35,9,45,170
8976,Jet Airways,Delhi,Cochin,0,No info,9564,24,6,2019,14,15,11,0,195
8977,IndiGo,Delhi,Cochin,1,No info,7191,15,5,2019,21,0,6,40,860
8978,Jet Airways,Delhi,Cochin,1,No info,15764,6,3,2019,4,25,19,45,520
8979,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,2019,12,0,14,5,1315
8980,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,27,3,2019,4,25,19,45,520
8981,SpiceJet,Banglore,Delhi,0,No info,3625,24,6,2019,12,20,9,30,170
8982,Multiple carriers,Delhi,Cochin,1,No info,8266,9,5,2019,19,15,7,30,705
8983,SpiceJet,Kolkata,Banglore,1,No info,10944,18,5,2019,18,30,11,15,435
8984,IndiGo,Delhi,Cochin,1,No info,5073,27,3,2019,21,0,16,0,300
8985,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134,15,3,2019,12,25,5,45,400
8986,Vistara,Kolkata,Banglore,1,No info,8085,12,6,2019,20,20,20,20,1440
8987,Jet Airways,Banglore,New Delhi,1,No info,22270,6,3,2019,12,25,7,0,325
8988,Air India,Kolkata,Banglore,2,No info,9836,1,4,2019,10,0,7,0,1620
8989,IndiGo,Delhi,Cochin,1,No info,14871,3,3,2019,1,35,18,35,420
8990,Jet Airways,Mumbai,Hyderabad,2,No info,23528,12,3,2019,16,35,6,30,605
8991,Jet Airways,Banglore,Delhi,0,No info,8016,6,6,2019,10,10,7,10,180
8992,Jet Airways,Banglore,New Delhi,1,No info,12284,18,3,2019,16,10,7,0,550
8993,Multiple carriers,Delhi,Cochin,1,No info,7005,12,6,2019,21,0,6,0,900
8994,IndiGo,Kolkata,Banglore,0,No info,4804,3,6,2019,14,5,11,30,155
8995,IndiGo,Delhi,Cochin,1,No info,6827,27,3,2019,10,5,5,5,300
8996,Air India,Mumbai,Hyderabad,0,No info,3100,12,5,2019,7,40,6,20,80
8997,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2759,15,3,2019,21,5,19,35,90
8998,Jet Airways,Kolkata,Banglore,1,No info,13067,9,5,2019,21,5,20,25,1480
8999,GoAir,Banglore,Delhi,0,No info,3898,15,4,2019,23,40,20,55,165
9000,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,12,6,2019,4,25,9,40,1125
9001,SpiceJet,Banglore,New Delhi,0,No check-in baggage included,4273,18,3,2019,8,35,5,45,170
9002,SpiceJet,Banglore,Delhi,0,No info,3311,24,5,2019,8,35,5,55,160
9003,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,15136,6,3,2019,21,0,9,0,720
9004,Multiple carriers,Delhi,Cochin,1,No info,6601,9,4,2019,18,10,7,5,665
9005,Vistara,Kolkata,Banglore,1,No info,8452,24,5,2019,22,40,20,20,1580
9006,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1,5,2019,14,25,17,0,1285
9007,IndiGo,Delhi,Cochin,1,No info,6386,1,6,2019,7,45,2,0,345
9008,Multiple carriers,Delhi,Cochin,1,No info,13377,24,6,2019,1,30,11,30,840
9009,Jet Airways,Mumbai,Hyderabad,0,No info,5678,3,3,2019,4,25,2,55,90
9010,Air Asia,Banglore,Delhi,0,No info,4483,18,5,2019,2,45,23,55,170
9011,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,12,35,14,0,1355
9012,IndiGo,Banglore,New Delhi,0,No info,7648,3,3,2019,10,5,7,10,175
9013,Jet Airways,Kolkata,Banglore,1,No info,14571,9,6,2019,23,35,6,30,1025
9014,IndiGo,Mumbai,Hyderabad,0,No info,4049,27,6,2019,7,55,6,25,90
9015,Air India,Banglore,New Delhi,2,No info,11728,18,3,2019,23,25,8,50,875
9016,SpiceJet,Kolkata,Banglore,0,No info,3873,18,4,2019,9,30,6,55,155
9017,Air India,Delhi,Cochin,1,No info,7480,9,5,2019,9,25,20,40,765
9018,Jet Airways,Banglore,Delhi,0,No info,8541,21,6,2019,22,50,19,50,180
9019,Jet Airways,Banglore,New Delhi,1,1 Long layover,31825,1,3,2019,11,25,22,50,755
9020,IndiGo,Chennai,Kolkata,0,No info,3597,1,6,2019,17,5,14,45,140
9021,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,2019,15,15,21,25,1070
9022,Jet Airways,Kolkata,Banglore,1,No info,14571,24,5,2019,20,45,8,25,740
9023,Air Asia,Delhi,Cochin,1,No info,6853,15,6,2019,7,10,16,45,865
9024,Jet Airways,Delhi,Cochin,2,No info,16704,27,5,2019,4,25,23,5,1760
9025,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3573,27,5,2019,12,20,9,30,170
9026,Vistara,Kolkata,Banglore,1,No info,9345,15,5,2019,18,50,17,0,1550
9027,Jet Airways,Delhi,Cochin,2,No info,13014,15,6,2019,4,25,5,30,1375
9028,Multiple carriers,Delhi,Cochin,1,No info,13797,12,6,2019,21,0,8,0,780
9029,Air India,Banglore,New Delhi,3,No info,12358,3,3,2019,10,35,12,0,1355
9030,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,14086,9,3,2019,1,35,18,15,440
9031,IndiGo,Chennai,Kolkata,0,No info,3597,3,5,2019,21,55,19,35,140
9032,Jet Airways,Kolkata,Banglore,1,No info,13731,24,5,2019,8,15,18,55,800
9033,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,4,25,19,45,520
9034,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,4,25,16,0,745
9035,Vistara,Banglore,Delhi,0,No info,5403,12,4,2019,14,20,11,30,170
9036,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,24,6,2019,8,45,6,0,165
9037,Air Asia,Kolkata,Banglore,0,No info,5620,24,3,2019,12,55,10,20,155
9038,IndiGo,Delhi,Cochin,0,No info,5000,18,6,2019,8,50,5,35,195
9039,Air India,Delhi,Cochin,1,No info,7480,6,5,2019,9,25,9,45,1420
9040,Air India,Delhi,Cochin,2,No info,10703,21,3,2019,19,15,12,20,1855
9041,Multiple carriers,Delhi,Cochin,1,No info,13727,18,5,2019,21,0,11,30,570
9042,Jet Airways,Kolkata,Banglore,1,No info,14388,12,5,2019,9,20,20,0,800
9043,Air India,Kolkata,Banglore,2,No info,13033,6,6,2019,1,20,10,0,920
9044,Jet Airways,Banglore,New Delhi,1,No info,22270,1,3,2019,7,40,8,0,1420
9045,IndiGo,Delhi,Cochin,1,No info,6769,27,5,2019,3,35,21,50,345
9046,Air Asia,Kolkata,Banglore,2,No info,5192,24,5,2019,23,30,15,10,500
9047,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,24,5,2019,4,20,2,55,85
9048,IndiGo,Chennai,Kolkata,0,No info,8580,1,3,2019,10,15,7,55,140
9049,Air India,Delhi,Cochin,1,No info,7480,15,6,2019,9,25,12,30,1255
9050,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,27,4,2019,11,20,8,20,180
9051,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,6,6,2019,19,0,9,40,560
9052,Jet Airways,Mumbai,Hyderabad,0,No info,8040,6,5,2019,8,30,7,5,85
9053,Jet Airways,Delhi,Cochin,2,No info,18909,9,3,2019,4,25,8,20,1205
9054,Air India,Kolkata,Banglore,2,No info,12849,1,4,2019,5,25,7,0,1345
9055,Air India,Delhi,Cochin,1,No info,22798,1,3,2019,8,15,9,45,1350
9056,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,2019,18,15,8,25,590
9057,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,13502,6,3,2019,8,15,14,5,1090
9058,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3332,27,3,2019,20,5,17,45,140
9059,Multiple carriers,Delhi,Cochin,1,No info,7354,6,6,2019,19,15,7,30,705
9060,Multiple carriers,Delhi,Cochin,1,No info,8073,15,5,2019,21,0,10,0,660
9061,IndiGo,Mumbai,Hyderabad,0,No info,4049,21,3,2019,10,35,9,10,85
9062,Jet Airways,Delhi,Cochin,1,No info,15029,9,3,2019,4,25,2,15,1570
9063,Air India,Delhi,Cochin,2,No info,10975,24,6,2019,9,25,9,45,1420
9064,Multiple carriers,Delhi,Cochin,1,No info,7038,1,6,2019,22,30,7,10,920
9065,Jet Airways,Delhi,Cochin,1,No info,15554,9,5,2019,19,0,8,0,660
9066,Air India,Banglore,Delhi,0,No info,5228,12,6,2019,23,55,21,5,170
9067,IndiGo,Delhi,Cochin,1,No info,5636,1,6,2019,7,25,2,0,325
9068,Air India,Delhi,Cochin,2,No info,9653,27,6,2019,7,40,12,0,1180
9069,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,24,5,2019,10,5,18,55,910
9070,SpiceJet,Mumbai,Hyderabad,0,No info,2017,21,5,2019,14,45,13,15,90
9071,Vistara,Kolkata,Banglore,1,No info,9345,24,5,2019,23,25,20,20,1625
9072,Jet Airways,Delhi,Cochin,2,In-flight meal not included,9270,21,3,2019,18,50,10,45,1925
9073,Jet Airways,Delhi,Cochin,2,No info,13292,3,6,2019,19,0,5,30,810
9074,Jet Airways,Delhi,Cochin,2,In-flight meal not included,8098,27,3,2019,19,45,17,35,1570
9075,Air India,Delhi,Cochin,1,No info,7952,6,6,2019,9,25,9,45,1420
9076,IndiGo,Delhi,Cochin,1,No info,5883,12,6,2019,1,30,18,35,415
9077,Jet Airways,Banglore,Delhi,0,No info,8016,6,6,2019,22,50,19,50,180
9078,SpiceJet,Kolkata,Banglore,0,No info,4174,18,5,2019,19,40,17,10,150
9079,Multiple carriers,Delhi,Cochin,1,No info,10696,3,6,2019,22,30,7,5,925
9080,Vistara,Banglore,Delhi,0,No info,4878,12,6,2019,19,35,17,0,155
9081,SpiceJet,Banglore,Delhi,0,No info,3971,1,4,2019,12,20,9,30,170
9082,Multiple carriers,Delhi,Cochin,1,No info,7198,3,6,2019,1,30,19,0,390
9083,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,6,5,2019,22,5,20,25,1540
9084,SpiceJet,Banglore,Delhi,0,No info,4423,1,5,2019,12,20,9,30,170
9085,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,6,4,2019,9,30,6,55,155
9086,Multiple carriers,Delhi,Cochin,1,No info,7154,27,3,2019,19,15,10,45,510
9087,Air India,Delhi,Cochin,1,No info,9929,15,6,2019,19,15,7,0,735
9088,Multiple carriers,Delhi,Cochin,1,No info,8266,9,5,2019,19,15,11,40,455
9089,Multiple carriers,Delhi,Cochin,1,No info,10877,12,6,2019,19,0,8,30,630
9090,IndiGo,Kolkata,Banglore,0,No info,4804,24,6,2019,17,45,15,15,150
9091,Multiple carriers,Delhi,Cochin,1,No info,13587,15,6,2019,21,0,11,30,570
9092,IndiGo,Delhi,Cochin,1,No info,13611,6,3,2019,13,20,4,45,515
9093,IndiGo,Delhi,Cochin,1,No info,6628,6,6,2019,1,30,9,15,975
9094,IndiGo,Delhi,Cochin,0,No info,5601,12,6,2019,17,40,14,25,195
9095,SpiceJet,Delhi,Cochin,1,No info,5583,15,4,2019,11,20,6,5,315
9096,IndiGo,Banglore,Delhi,0,No info,3943,21,5,2019,13,0,10,10,170
9097,IndiGo,Banglore,New Delhi,0,No info,4777,24,3,2019,6,50,4,0,170
9098,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,12,5,2019,12,0,20,0,960
9099,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1,6,2019,4,25,5,30,1375
9100,IndiGo,Delhi,Cochin,1,No info,5883,15,6,2019,1,30,18,35,415
9101,IndiGo,Kolkata,Banglore,0,No info,4804,27,4,2019,14,5,11,30,155
9102,Vistara,Banglore,New Delhi,0,No info,13383,3,3,2019,18,35,16,0,155
9103,Multiple carriers,Delhi,Cochin,1,No info,9646,1,6,2019,22,30,13,15,555
9104,Jet Airways,Kolkata,Banglore,1,No info,11467,1,5,2019,19,10,17,0,1570
9105,Air Asia,Kolkata,Banglore,1,No info,5192,12,5,2019,10,40,22,40,720
9106,Jet Airways,Delhi,Cochin,2,No info,13376,12,6,2019,4,25,6,45,1300
9107,Air Asia,Banglore,New Delhi,0,No info,6477,3,3,2019,2,10,23,25,165
9108,Multiple carriers,Delhi,Cochin,1,No info,13727,18,5,2019,21,0,9,0,720
9109,Vistara,Kolkata,Banglore,1,No info,9555,18,5,2019,20,20,17,0,1640
9110,Jet Airways,Delhi,Cochin,2,No info,12819,24,6,2019,19,0,19,10,1430
9111,Vistara,Mumbai,Hyderabad,1,No info,12395,6,3,2019,22,55,10,25,750
9112,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,4,25,19,15,550
9113,Jet Airways,Kolkata,Banglore,1,No info,14781,21,5,2019,20,45,8,25,740
